OrderID,accm_txn_create_time,accm_txn_complete_time,txn_process_time_hours
O5549,04:13.0,NULL,NULL
O5550,04:13.0,NULL,NULL
O5551,04:13.0,NULL,NULL
O5552,04:13.0,NULL,NULL
O5553,04:13.0,NULL,NULL
O5554,04:13.0,NULL,NULL
O5555,04:13.0,NULL,NULL
O5556,04:13.0,NULL,NULL
O5557,04:13.0,NULL,NULL
O5558,04:13.0,NULL,NULL
O5559,04:13.0,NULL,NULL
O5560,04:13.0,NULL,NULL
O5561,04:13.0,NULL,NULL
O5562,04:13.0,NULL,NULL
O5563,04:13.0,NULL,NULL
O5564,04:13.0,NULL,NULL
O5565,04:13.0,NULL,NULL
O5566,04:13.0,NULL,NULL
O5567,04:13.0,NULL,NULL
O5568,04:13.0,NULL,NULL
O5569,04:13.0,NULL,NULL
O5570,04:13.0,NULL,NULL
O5571,04:13.0,NULL,NULL
O5572,04:13.0,NULL,NULL
O5573,04:13.0,NULL,NULL
O5574,04:13.0,NULL,NULL
O5575,04:13.0,NULL,NULL
O5576,04:13.0,NULL,NULL
O5577,04:13.0,NULL,NULL
O5578,04:13.0,NULL,NULL
O5579,04:13.0,NULL,NULL
O5580,04:13.0,NULL,NULL
O5581,04:13.0,NULL,NULL
O5582,04:13.0,NULL,NULL
O5583,04:13.0,NULL,NULL
O5584,04:13.0,NULL,NULL
O5585,04:13.0,NULL,NULL
O5586,04:13.0,NULL,NULL
O5587,04:13.0,NULL,NULL
O5588,04:13.0,NULL,NULL
O5589,04:13.0,NULL,NULL
O5590,04:13.0,NULL,NULL
O5591,04:13.0,NULL,NULL
O5592,04:13.0,NULL,NULL
O5593,04:13.0,NULL,NULL
O5594,04:13.0,NULL,NULL
O5595,04:13.0,NULL,NULL
O5596,04:13.0,NULL,NULL
O5597,04:13.0,NULL,NULL
O5598,04:13.0,NULL,NULL
O5599,04:13.0,NULL,NULL
O5600,04:13.0,NULL,NULL
O5601,04:13.0,NULL,NULL
O5602,04:13.0,NULL,NULL
O5603,04:13.0,NULL,NULL
O5604,04:13.0,NULL,NULL
O5605,04:13.0,NULL,NULL
O5606,04:13.0,NULL,NULL
O5607,04:13.0,NULL,NULL
O5608,04:13.0,NULL,NULL
O5609,04:13.0,NULL,NULL
O5610,04:13.0,NULL,NULL
O5611,04:13.0,NULL,NULL
O5612,04:13.0,NULL,NULL
O5613,04:13.0,NULL,NULL
O5614,04:13.0,NULL,NULL
O5615,04:13.0,NULL,NULL
O5616,04:13.0,NULL,NULL
O5617,04:13.0,NULL,NULL
O5618,04:13.0,NULL,NULL
O5619,04:13.0,NULL,NULL
O5620,04:13.0,NULL,NULL
O5621,04:13.0,NULL,NULL
O5622,04:13.0,NULL,NULL
O5623,04:13.0,NULL,NULL
O5624,04:13.0,NULL,NULL
O5625,04:13.0,NULL,NULL
O5626,04:13.0,NULL,NULL
O5627,04:13.0,NULL,NULL
O5628,04:13.0,NULL,NULL
O5629,04:13.0,NULL,NULL
O5630,04:13.0,NULL,NULL
O5631,04:13.0,NULL,NULL
O5632,04:13.0,NULL,NULL
O5633,04:13.0,NULL,NULL
O5634,04:13.0,NULL,NULL
O5635,04:13.0,NULL,NULL
O5636,04:13.0,NULL,NULL
O5637,04:13.0,NULL,NULL
O5638,04:13.0,NULL,NULL
O5639,04:13.0,NULL,NULL
O5640,04:13.0,NULL,NULL
O5641,04:13.0,NULL,NULL
O5642,04:13.0,NULL,NULL
O5643,04:13.0,NULL,NULL
O5644,04:13.0,NULL,NULL
O5645,04:13.0,NULL,NULL
O5646,04:13.0,NULL,NULL
O5647,04:13.0,NULL,NULL
O5648,04:13.0,NULL,NULL
O5649,04:13.0,NULL,NULL
O5650,04:13.0,NULL,NULL
O5651,04:13.0,NULL,NULL
O5652,04:13.0,NULL,NULL
O5653,04:13.0,NULL,NULL
O5654,04:13.0,NULL,NULL
O5655,04:13.0,NULL,NULL
O5656,04:13.0,NULL,NULL
O5657,04:13.0,NULL,NULL
O5658,04:13.0,NULL,NULL
O5659,04:13.0,NULL,NULL
O5660,04:13.0,NULL,NULL
O5661,04:13.0,NULL,NULL
O5662,04:13.0,NULL,NULL
O5663,04:13.0,NULL,NULL
O5664,04:13.0,NULL,NULL
O5665,04:13.0,NULL,NULL
O5666,04:13.0,NULL,NULL
O5667,04:13.0,NULL,NULL
O5668,04:13.0,NULL,NULL
O5669,04:13.0,NULL,NULL
O5670,04:13.0,NULL,NULL
O5671,04:13.0,NULL,NULL
O5672,04:13.0,NULL,NULL
O5673,04:13.0,NULL,NULL
O5674,04:13.0,NULL,NULL
O5675,04:13.0,NULL,NULL
O5676,04:13.0,NULL,NULL
O5677,04:13.0,NULL,NULL
O5678,04:13.0,NULL,NULL
O5679,04:13.0,NULL,NULL
O5680,04:13.0,NULL,NULL
O5681,04:13.0,NULL,NULL
O5682,04:13.0,NULL,NULL
O5683,04:13.0,NULL,NULL
O5684,04:13.0,NULL,NULL
O5685,04:13.0,NULL,NULL
O5686,04:13.0,NULL,NULL
O5687,04:13.0,NULL,NULL
O5688,04:13.0,NULL,NULL
O5689,04:13.0,NULL,NULL
O5690,04:13.0,NULL,NULL
O5691,04:13.0,NULL,NULL
O5692,04:13.0,NULL,NULL
O5693,04:13.0,NULL,NULL
O5694,04:13.0,NULL,NULL
O5695,04:13.0,NULL,NULL
O5696,04:13.0,NULL,NULL
O5697,04:13.0,NULL,NULL
O5698,04:13.0,NULL,NULL
O5699,04:13.0,NULL,NULL
O5700,04:13.0,NULL,NULL
O5701,04:13.0,NULL,NULL
O5702,04:13.0,NULL,NULL
O5703,04:13.0,NULL,NULL
O5704,04:13.0,NULL,NULL
O5705,04:13.0,NULL,NULL
O5706,04:13.0,NULL,NULL
O5707,04:13.0,NULL,NULL
O5708,04:13.0,NULL,NULL
O5709,04:13.0,NULL,NULL
O5710,04:13.0,NULL,NULL
O5711,04:13.0,NULL,NULL
O5712,04:13.0,NULL,NULL
O5713,04:13.0,NULL,NULL
O5714,04:13.0,NULL,NULL
O5715,04:13.0,NULL,NULL
O5716,04:13.0,NULL,NULL
O5717,04:13.0,NULL,NULL
O5718,04:13.0,NULL,NULL
O5719,04:13.0,NULL,NULL
O5720,04:13.0,NULL,NULL
O5721,04:13.0,NULL,NULL
O5722,04:13.0,NULL,NULL
O5723,04:13.0,NULL,NULL
O5724,04:13.0,NULL,NULL
O5725,04:13.0,NULL,NULL
O5726,04:13.0,NULL,NULL
O5727,04:13.0,NULL,NULL
O5728,04:13.0,NULL,NULL
O5729,04:13.0,NULL,NULL
O5730,04:13.0,NULL,NULL
O5731,04:13.0,NULL,NULL
O5732,04:13.0,NULL,NULL
O5733,04:13.0,NULL,NULL
O5734,04:13.0,NULL,NULL
O5735,04:13.0,NULL,NULL
O5736,04:13.0,NULL,NULL
O5737,04:13.0,NULL,NULL
O5738,04:13.0,NULL,NULL
O5739,04:13.0,NULL,NULL
O5740,04:13.0,NULL,NULL
O5741,04:13.0,NULL,NULL
O5742,04:13.0,NULL,NULL
O5743,04:13.0,NULL,NULL
O5744,04:13.0,NULL,NULL
O5745,04:13.0,NULL,NULL
O5746,04:13.0,NULL,NULL
O5747,04:13.0,NULL,NULL
O5748,04:13.0,NULL,NULL
O5749,04:13.0,NULL,NULL
O5750,04:13.0,NULL,NULL
O5751,04:13.0,NULL,NULL
O5752,04:13.0,NULL,NULL
O5753,04:13.0,NULL,NULL
O5754,04:13.0,NULL,NULL
O5755,04:13.0,NULL,NULL
O5756,04:13.0,NULL,NULL
O5757,04:13.0,NULL,NULL
O5758,04:13.0,NULL,NULL
O5759,04:13.0,NULL,NULL
O5760,04:13.0,NULL,NULL
O5761,04:13.0,NULL,NULL
O5762,04:13.0,NULL,NULL
O5763,04:13.0,NULL,NULL
O5764,04:13.0,NULL,NULL
O5765,04:13.0,NULL,NULL
O5766,04:13.0,NULL,NULL
O5767,04:13.0,NULL,NULL
O5768,04:13.0,NULL,NULL
O5769,04:13.0,NULL,NULL
O5770,04:13.0,NULL,NULL
O5771,04:13.0,NULL,NULL
O5772,04:13.0,NULL,NULL
O5773,04:13.0,NULL,NULL
O5774,04:13.0,NULL,NULL
O5775,04:13.0,NULL,NULL
O5776,04:13.0,NULL,NULL
O5777,04:13.0,NULL,NULL
O5778,04:13.0,NULL,NULL
O5779,04:13.0,NULL,NULL
O5780,04:13.0,NULL,NULL
O5781,04:13.0,NULL,NULL
O5782,04:13.0,NULL,NULL
O5783,04:13.0,NULL,NULL
O5784,04:13.0,NULL,NULL
O5785,04:13.0,NULL,NULL
O5786,04:13.0,NULL,NULL
O5787,04:13.0,NULL,NULL
O5788,04:13.0,NULL,NULL
O5789,04:13.0,NULL,NULL
O5790,04:13.0,NULL,NULL
O5791,04:13.0,NULL,NULL
O5792,04:13.0,NULL,NULL
O5793,04:13.0,NULL,NULL
O5794,04:13.0,NULL,NULL
O5795,04:13.0,NULL,NULL
O5796,04:13.0,NULL,NULL
O5797,04:13.0,NULL,NULL
O5798,04:13.0,NULL,NULL
O5799,04:13.0,NULL,NULL
O5800,04:13.0,NULL,NULL
O5801,04:13.0,NULL,NULL
O5802,04:13.0,NULL,NULL
O5803,04:13.0,NULL,NULL
O5804,04:13.0,NULL,NULL
O5805,04:13.0,NULL,NULL
O5806,04:13.0,NULL,NULL
O5807,04:13.0,NULL,NULL
O5808,04:13.0,NULL,NULL
O5809,04:13.0,NULL,NULL
O5810,04:13.0,NULL,NULL
O5811,04:13.0,NULL,NULL
O5812,04:13.0,NULL,NULL
O5813,04:13.0,NULL,NULL
O5814,04:13.0,NULL,NULL
O5815,04:13.0,NULL,NULL
O5816,04:13.0,NULL,NULL
O5817,04:13.0,NULL,NULL
O5818,04:13.0,NULL,NULL
O5819,04:13.0,NULL,NULL
O5820,04:13.0,NULL,NULL
O5821,04:13.0,NULL,NULL
O5822,04:13.0,NULL,NULL
O5823,04:13.0,NULL,NULL
O5824,04:13.0,NULL,NULL
O5825,04:13.0,NULL,NULL
O5826,04:13.0,NULL,NULL
O5827,04:13.0,NULL,NULL
O5828,04:13.0,NULL,NULL
O5829,04:13.0,NULL,NULL
O5830,04:13.0,NULL,NULL
O5831,04:13.0,NULL,NULL
O5832,04:13.0,NULL,NULL
O5833,04:13.0,NULL,NULL
O5834,04:13.0,NULL,NULL
O5835,04:13.0,NULL,NULL
O5836,04:13.0,NULL,NULL
O5837,04:13.0,NULL,NULL
O5838,04:13.0,NULL,NULL
O5839,04:13.0,NULL,NULL
O5840,04:13.0,NULL,NULL
O5841,04:13.0,NULL,NULL
O5842,04:13.0,NULL,NULL
O5843,04:13.0,NULL,NULL
O5844,04:13.0,NULL,NULL
O5845,04:13.0,NULL,NULL
O5846,04:13.0,NULL,NULL
O5847,04:13.0,NULL,NULL
O5848,04:13.0,NULL,NULL
O5849,04:13.0,NULL,NULL
O5850,04:13.0,NULL,NULL
O5851,04:13.0,NULL,NULL
O5852,04:13.0,NULL,NULL
O5853,04:13.0,NULL,NULL
O5854,04:13.0,NULL,NULL
O5855,04:13.0,NULL,NULL
O5856,04:13.0,NULL,NULL
O5857,04:13.0,NULL,NULL
O5858,04:13.0,NULL,NULL
O5859,04:13.0,NULL,NULL
O5860,04:13.0,NULL,NULL
O5861,04:13.0,NULL,NULL
O5862,04:13.0,NULL,NULL
O5863,04:13.0,NULL,NULL
O5864,04:13.0,NULL,NULL
O5865,04:13.0,NULL,NULL
O5866,04:13.0,NULL,NULL
O5867,04:13.0,NULL,NULL
O5868,04:13.0,NULL,NULL
O5869,04:13.0,NULL,NULL
O5870,04:13.0,NULL,NULL
O5871,04:13.0,NULL,NULL
O5872,04:13.0,NULL,NULL
O5873,04:13.0,NULL,NULL
O5874,04:13.0,NULL,NULL
O5875,04:13.0,NULL,NULL
O5876,04:13.0,NULL,NULL
O5877,04:13.0,NULL,NULL
O5878,04:13.0,NULL,NULL
O5879,04:13.0,NULL,NULL
O5880,04:13.0,NULL,NULL
O5881,04:13.0,NULL,NULL
O5882,04:13.0,NULL,NULL
O5883,04:13.0,NULL,NULL
O5884,04:13.0,NULL,NULL
O5885,04:13.0,NULL,NULL
O5886,04:13.0,NULL,NULL
O5887,04:13.0,NULL,NULL
O5888,04:13.0,NULL,NULL
O5889,04:13.0,NULL,NULL
O5890,04:13.0,NULL,NULL
O5891,04:13.0,NULL,NULL
O5892,04:13.0,NULL,NULL
O5893,04:13.0,NULL,NULL
O5894,04:13.0,NULL,NULL
O5895,04:13.0,NULL,NULL
O5896,04:13.0,NULL,NULL
O5897,04:13.0,NULL,NULL
O5898,04:13.0,NULL,NULL
O5899,04:13.0,NULL,NULL
O5900,04:13.0,NULL,NULL
O5901,04:13.0,NULL,NULL
O5902,04:13.0,NULL,NULL
O5903,04:13.0,NULL,NULL
O5904,04:13.0,NULL,NULL
O5905,04:13.0,NULL,NULL
O5906,04:13.0,NULL,NULL
O5907,04:13.0,NULL,NULL
O5908,04:13.0,NULL,NULL
O5909,04:13.0,NULL,NULL
O5910,04:13.0,NULL,NULL
O5911,04:13.0,NULL,NULL
O5912,04:13.0,NULL,NULL
O5913,04:13.0,NULL,NULL
O5914,04:13.0,NULL,NULL
O5915,04:13.0,NULL,NULL
O5916,04:13.0,NULL,NULL
O5917,04:13.0,NULL,NULL
O5918,04:13.0,NULL,NULL
O5919,04:13.0,NULL,NULL
O5920,04:13.0,NULL,NULL
O5921,04:13.0,NULL,NULL
O5922,04:13.0,NULL,NULL
O5923,04:13.0,NULL,NULL
O5924,04:13.0,NULL,NULL
O5925,04:13.0,NULL,NULL
O5926,04:13.0,NULL,NULL
O5927,04:13.0,NULL,NULL
O5928,04:13.0,NULL,NULL
O5929,04:13.0,NULL,NULL
O5930,04:13.0,NULL,NULL
O5931,04:13.0,NULL,NULL
O5932,04:13.0,NULL,NULL
O5933,04:13.0,NULL,NULL
O5934,04:13.0,NULL,NULL
O5935,04:13.0,NULL,NULL
O5936,04:13.0,NULL,NULL
O5937,04:13.0,NULL,NULL
O5938,04:13.0,NULL,NULL
O5939,04:13.0,NULL,NULL
O5940,04:13.0,NULL,NULL
O5941,04:13.0,NULL,NULL
O5942,04:13.0,NULL,NULL
O5943,04:13.0,NULL,NULL
O5944,04:13.0,NULL,NULL
O5945,04:13.0,NULL,NULL
O5946,04:13.0,NULL,NULL
O5947,04:13.0,NULL,NULL
O5948,04:13.0,NULL,NULL
O5949,04:13.0,NULL,NULL
O5950,04:13.0,NULL,NULL
O5951,04:13.0,NULL,NULL
O5952,04:13.0,NULL,NULL
O5953,04:13.0,NULL,NULL
O5954,04:13.0,NULL,NULL
O5955,04:13.0,NULL,NULL
O5956,04:13.0,NULL,NULL
O5957,04:13.0,NULL,NULL
O5958,04:13.0,NULL,NULL
O5959,04:13.0,NULL,NULL
O5960,04:13.0,NULL,NULL
O5961,04:13.0,NULL,NULL
O5962,04:13.0,NULL,NULL
O5963,04:13.0,NULL,NULL
O5964,04:13.0,NULL,NULL
O5965,04:13.0,NULL,NULL
O5966,04:13.0,NULL,NULL
O5967,04:13.0,NULL,NULL
O5968,04:13.0,NULL,NULL
O5969,04:13.0,NULL,NULL
O5970,04:13.0,NULL,NULL
O5971,04:13.0,NULL,NULL
O5972,04:13.0,NULL,NULL
O5973,04:13.0,NULL,NULL
O5974,04:13.0,NULL,NULL
O5975,04:13.0,NULL,NULL
O5976,04:13.0,NULL,NULL
O5977,04:13.0,NULL,NULL
O5978,04:13.0,NULL,NULL
O5979,04:13.0,NULL,NULL
O5980,04:13.0,NULL,NULL
O5981,04:13.0,NULL,NULL
O5982,04:13.0,NULL,NULL
O5983,04:13.0,NULL,NULL
O5984,04:13.0,NULL,NULL
O5985,04:13.0,NULL,NULL
O5986,04:13.0,NULL,NULL
O5987,04:13.0,NULL,NULL
O5988,04:13.0,NULL,NULL
O5989,04:13.0,NULL,NULL
O5990,04:13.0,NULL,NULL
O5991,04:13.0,NULL,NULL
O5992,04:13.0,NULL,NULL
O5993,04:13.0,NULL,NULL
O5994,04:13.0,NULL,NULL
O5995,04:13.0,NULL,NULL
O5996,04:13.0,NULL,NULL
O5997,04:13.0,NULL,NULL
O5998,04:13.0,NULL,NULL
O5999,04:13.0,NULL,NULL
O6000,04:13.0,NULL,NULL
O6001,04:13.0,NULL,NULL
O6002,04:13.0,NULL,NULL
O6003,04:13.0,NULL,NULL
O6004,04:13.0,NULL,NULL
O6005,04:13.0,NULL,NULL
O6006,04:13.0,NULL,NULL
O6007,04:13.0,NULL,NULL
O6008,04:13.0,NULL,NULL
O6009,04:13.0,NULL,NULL
O6010,04:13.0,NULL,NULL
O6011,04:13.0,NULL,NULL
O6012,04:13.0,NULL,NULL
O6013,04:13.0,NULL,NULL
O6014,04:13.0,NULL,NULL
O6015,04:13.0,NULL,NULL
O6016,04:13.0,NULL,NULL
O6017,04:13.0,NULL,NULL
O6018,04:13.0,NULL,NULL
O6019,04:13.0,NULL,NULL
O6020,04:13.0,NULL,NULL
O6021,04:13.0,NULL,NULL
O6022,04:13.0,NULL,NULL
O6023,04:13.0,NULL,NULL
O6024,04:13.0,NULL,NULL
O6025,04:13.0,NULL,NULL
O6026,04:13.0,NULL,NULL
O6027,04:13.0,NULL,NULL
O6028,04:13.0,NULL,NULL
O6029,04:13.0,NULL,NULL
O6030,04:13.0,NULL,NULL
O6031,04:13.0,NULL,NULL
O6032,04:13.0,NULL,NULL
O6033,04:13.0,NULL,NULL
O6034,04:13.0,NULL,NULL
O6035,04:13.0,NULL,NULL
O6036,04:13.0,NULL,NULL
O6037,04:13.0,NULL,NULL
O6038,04:13.0,NULL,NULL
O6039,04:13.0,NULL,NULL
O6040,04:13.0,NULL,NULL
O6041,04:13.0,NULL,NULL
O6042,04:13.0,NULL,NULL
O6043,04:13.0,NULL,NULL
O6044,04:13.0,NULL,NULL
O6045,04:13.0,NULL,NULL
O6046,04:13.0,NULL,NULL
O6047,04:13.0,NULL,NULL
O6048,04:13.0,NULL,NULL
O6049,04:13.0,NULL,NULL
O6050,04:13.0,NULL,NULL
O6051,04:13.0,NULL,NULL
O6052,04:13.0,NULL,NULL
O6053,04:13.0,NULL,NULL
O6054,04:13.0,NULL,NULL
O6055,04:13.0,NULL,NULL
O6056,04:13.0,NULL,NULL
O6057,04:13.0,NULL,NULL
O6058,04:13.0,NULL,NULL
O6059,04:13.0,NULL,NULL
O6060,04:13.0,NULL,NULL
O6061,04:13.0,NULL,NULL
O6062,04:13.0,NULL,NULL
O6063,04:13.0,NULL,NULL
O6064,04:13.0,NULL,NULL
O6065,04:13.0,NULL,NULL
O6066,04:13.0,NULL,NULL
O6067,04:13.0,NULL,NULL
O6068,04:13.0,NULL,NULL
O6069,04:13.0,NULL,NULL
O6070,04:13.0,NULL,NULL
O6071,04:13.0,NULL,NULL
O6072,04:13.0,NULL,NULL
O6073,04:13.0,NULL,NULL
O6074,04:13.0,NULL,NULL
O6075,04:13.0,NULL,NULL
O6076,04:13.0,NULL,NULL
O6077,04:13.0,NULL,NULL
O6078,04:13.0,NULL,NULL
O6079,04:13.0,NULL,NULL
O6080,04:13.0,NULL,NULL
O6081,04:13.0,NULL,NULL
O6082,04:13.0,NULL,NULL
O6083,04:13.0,NULL,NULL
O6084,04:13.0,NULL,NULL
O6085,04:13.0,NULL,NULL
O6086,04:13.0,NULL,NULL
O6087,04:13.0,NULL,NULL
O6088,04:13.0,NULL,NULL
O6089,04:13.0,NULL,NULL
O6090,04:13.0,NULL,NULL
O6091,04:13.0,NULL,NULL
O6092,04:13.0,NULL,NULL
O6093,04:13.0,NULL,NULL
O6094,04:13.0,NULL,NULL
O6095,04:13.0,NULL,NULL
O6096,04:13.0,NULL,NULL
O6097,04:13.0,NULL,NULL
O6098,04:13.0,NULL,NULL
O6099,04:13.0,NULL,NULL
O6100,04:13.0,NULL,NULL
O6101,04:13.0,NULL,NULL
O6102,04:13.0,NULL,NULL
O6103,04:13.0,NULL,NULL
O6104,04:13.0,NULL,NULL
O6105,04:13.0,NULL,NULL
O6106,04:13.0,NULL,NULL
O6107,04:13.0,NULL,NULL
O6108,04:13.0,NULL,NULL
O6109,04:13.0,NULL,NULL
O6110,04:13.0,NULL,NULL
O6111,04:13.0,NULL,NULL
O6112,04:13.0,NULL,NULL
O6113,04:13.0,NULL,NULL
O6114,04:13.0,NULL,NULL
O6115,04:13.0,NULL,NULL
O6116,04:13.0,NULL,NULL
O6117,04:13.0,NULL,NULL
O6118,04:13.0,NULL,NULL
O6119,04:13.0,NULL,NULL
O6120,04:13.0,NULL,NULL
O6121,04:13.0,NULL,NULL
O6122,04:13.0,NULL,NULL
O6123,04:13.0,NULL,NULL
O6124,04:13.0,NULL,NULL
O6125,04:13.0,NULL,NULL
O6126,04:13.0,NULL,NULL
O6127,04:13.0,NULL,NULL
O6128,04:13.0,NULL,NULL
O6129,04:13.0,NULL,NULL
O6130,04:13.0,NULL,NULL
O6131,04:13.0,NULL,NULL
O6132,04:13.0,NULL,NULL
O6133,04:13.0,NULL,NULL
O6134,04:13.0,NULL,NULL
O6135,04:13.0,NULL,NULL
O6136,04:13.0,NULL,NULL
O6137,04:13.0,NULL,NULL
O6138,04:13.0,NULL,NULL
O6139,04:13.0,NULL,NULL
O6140,04:13.0,NULL,NULL
O6141,04:13.0,NULL,NULL
O6142,04:13.0,NULL,NULL
O6143,04:13.0,NULL,NULL
O6144,04:13.0,NULL,NULL
O6145,04:13.0,NULL,NULL
O6146,04:13.0,NULL,NULL
O6147,04:13.0,NULL,NULL
O6148,04:13.0,NULL,NULL
O6149,04:13.0,NULL,NULL
O6150,04:13.0,NULL,NULL
O6151,04:13.0,NULL,NULL
O6152,04:13.0,NULL,NULL
O6153,04:13.0,NULL,NULL
O6154,04:13.0,NULL,NULL
O6155,04:13.0,NULL,NULL
O6156,04:13.0,NULL,NULL
O6157,04:13.0,NULL,NULL
O6158,04:13.0,NULL,NULL
O6159,04:13.0,NULL,NULL
O6160,04:13.0,NULL,NULL
O6161,04:13.0,NULL,NULL
O6162,04:13.0,NULL,NULL
O6163,04:13.0,NULL,NULL
O6164,04:13.0,NULL,NULL
O6165,04:13.0,NULL,NULL
O6166,04:13.0,NULL,NULL
O6167,04:13.0,NULL,NULL
O6168,04:13.0,NULL,NULL
O6169,04:13.0,NULL,NULL
O6170,04:13.0,NULL,NULL
O6171,04:13.0,NULL,NULL
O6172,04:13.0,NULL,NULL
O6173,04:13.0,NULL,NULL
O6174,04:13.0,NULL,NULL
O6175,04:13.0,NULL,NULL
O6176,04:13.0,NULL,NULL
O6177,04:13.0,NULL,NULL
O6178,04:13.0,NULL,NULL
O6179,04:13.0,NULL,NULL
O6180,04:13.0,NULL,NULL
O6181,04:13.0,NULL,NULL
O6182,04:13.0,NULL,NULL
O6183,04:13.0,NULL,NULL
O6184,04:13.0,NULL,NULL
O6185,04:13.0,NULL,NULL
O6186,04:13.0,NULL,NULL
O6187,04:13.0,NULL,NULL
O6188,04:13.0,NULL,NULL
O6189,04:13.0,NULL,NULL
O6190,04:13.0,NULL,NULL
O6191,04:13.0,NULL,NULL
O6192,04:13.0,NULL,NULL
O6193,04:13.0,NULL,NULL
O6194,04:13.0,NULL,NULL
O6195,04:13.0,NULL,NULL
O6196,04:13.0,NULL,NULL
O6197,04:13.0,NULL,NULL
O6198,04:13.0,NULL,NULL
O6199,04:13.0,NULL,NULL
O6200,04:13.0,NULL,NULL
O6201,04:13.0,NULL,NULL
O6202,04:13.0,NULL,NULL
O6203,04:13.0,NULL,NULL
O6204,04:13.0,NULL,NULL
O6205,04:13.0,NULL,NULL
O6206,04:13.0,NULL,NULL
O6207,04:13.0,NULL,NULL
O6208,04:13.0,NULL,NULL
O6209,04:13.0,NULL,NULL
O6210,04:13.0,NULL,NULL
O6211,04:13.0,NULL,NULL
O6212,04:13.0,NULL,NULL
O6213,04:13.0,NULL,NULL
O6214,04:13.0,NULL,NULL
O6215,04:13.0,NULL,NULL
O6216,04:13.0,NULL,NULL
O6217,04:13.0,NULL,NULL
O6218,04:13.0,NULL,NULL
O6219,04:13.0,NULL,NULL
O6220,04:13.0,NULL,NULL
O6221,04:13.0,NULL,NULL
O6222,04:13.0,NULL,NULL
O6223,04:13.0,NULL,NULL
O6224,04:13.0,NULL,NULL
O6225,04:13.0,NULL,NULL
O6226,04:13.0,NULL,NULL
O6227,04:13.0,NULL,NULL
O6228,04:13.0,NULL,NULL
O6229,04:13.0,NULL,NULL
O6230,04:13.0,NULL,NULL
O6231,04:13.0,NULL,NULL
O6232,04:13.0,NULL,NULL
O6233,04:13.0,NULL,NULL
O6234,04:13.0,NULL,NULL
O6235,04:13.0,NULL,NULL
O6236,04:13.0,NULL,NULL
O6237,04:13.0,NULL,NULL
O6238,04:13.0,NULL,NULL
O6239,04:13.0,NULL,NULL
O6240,04:13.0,NULL,NULL
O6241,04:13.0,NULL,NULL
O6242,04:13.0,NULL,NULL
O6243,04:13.0,NULL,NULL
O6244,04:13.0,NULL,NULL
O6245,04:13.0,NULL,NULL
O6246,04:13.0,NULL,NULL
O6247,04:13.0,NULL,NULL
O6248,04:13.0,NULL,NULL
O6249,04:13.0,NULL,NULL
O6250,04:13.0,NULL,NULL
O6251,04:13.0,NULL,NULL
O6252,04:13.0,NULL,NULL
O6253,04:13.0,NULL,NULL
O6254,04:13.0,NULL,NULL
O6255,04:13.0,NULL,NULL
O6256,04:13.0,NULL,NULL
O6257,04:13.0,NULL,NULL
O6258,04:13.0,NULL,NULL
O6259,04:13.0,NULL,NULL
O6260,04:13.0,NULL,NULL
O6261,04:13.0,NULL,NULL
O6262,04:13.0,NULL,NULL
O6263,04:13.0,NULL,NULL
O6264,04:13.0,NULL,NULL
O6265,04:13.0,NULL,NULL
O6266,04:13.0,NULL,NULL
O6267,04:13.0,NULL,NULL
O6268,04:13.0,NULL,NULL
O6269,04:13.0,NULL,NULL
O6270,04:13.0,NULL,NULL
O6271,04:13.0,NULL,NULL
O6272,04:13.0,NULL,NULL
O6273,04:13.0,NULL,NULL
O6274,04:13.0,NULL,NULL
O6275,04:13.0,NULL,NULL
O6276,04:13.0,NULL,NULL
O6277,04:13.0,NULL,NULL
O6278,04:13.0,NULL,NULL
O6279,04:13.0,NULL,NULL
O6280,04:13.0,NULL,NULL
O6281,04:13.0,NULL,NULL
O6282,04:13.0,NULL,NULL
O6283,04:13.0,NULL,NULL
O6284,04:13.0,NULL,NULL
O6285,04:13.0,NULL,NULL
O6286,04:13.0,NULL,NULL
O6287,04:13.0,NULL,NULL
O6288,04:13.0,NULL,NULL
O6289,04:13.0,NULL,NULL
O6290,04:13.0,NULL,NULL
O6291,04:13.0,NULL,NULL
O6292,04:13.0,NULL,NULL
O6293,04:13.0,NULL,NULL
O6294,04:13.0,NULL,NULL
O6295,04:13.0,NULL,NULL
O6296,04:13.0,NULL,NULL
O6297,04:13.0,NULL,NULL
O6298,04:13.0,NULL,NULL
O6299,04:13.0,NULL,NULL
O6300,04:13.0,NULL,NULL
O6301,04:13.0,NULL,NULL
O6302,04:13.0,NULL,NULL
O6303,04:13.0,NULL,NULL
O6304,04:13.0,NULL,NULL
O6305,04:13.0,NULL,NULL
O6306,04:13.0,NULL,NULL
O6307,04:13.0,NULL,NULL
O6308,04:13.0,NULL,NULL
O6309,04:13.0,NULL,NULL
O6310,04:13.0,NULL,NULL
O6311,04:13.0,NULL,NULL
O6312,04:13.0,NULL,NULL
O6313,04:13.0,NULL,NULL
O6314,04:13.0,NULL,NULL
O6315,04:13.0,NULL,NULL
O6316,04:13.0,NULL,NULL
O6317,04:13.0,NULL,NULL
O6318,04:13.0,NULL,NULL
O6319,04:13.0,NULL,NULL
O6320,04:13.0,NULL,NULL
O6321,04:13.0,NULL,NULL
O6322,04:13.0,NULL,NULL
O6323,04:13.0,NULL,NULL
